date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:00:07	40006/40006	---M--	200	added ('OK')	image/jpeg	etag:%229c46-654344fd-66ffdb51257e1c0f;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/facilities-thumb-4.jpg	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/facilities-thumb-4.jpg	(from https://html.ditsolution.net/royella/index.html)
11:00:07	12117/12117	---M--	200	added ('OK')	image/jpeg	etag:%222f55-654344fe-c04bba6e156faa9e;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/offers-1.jpg	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/offers-1.jpg	(from https://html.ditsolution.net/royella/index.html)
11:00:07	13904/13904	---M--	200	added ('OK')	image/jpeg	etag:%223650-654344fe-7080104fd746444d;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/offers-2.jpg	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/offers-2.jpg	(from https://html.ditsolution.net/royella/index.html)
11:00:07	11781/11781	---M--	200	added ('OK')	image/jpeg	etag:%222e05-654344fe-77cf8175cf6347f8;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/offers-3.jpg	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/offers-3.jpg	(from https://html.ditsolution.net/royella/index.html)
11:00:07	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-618ad71f-fa874289799676b2;gz%22	https://html.ditsolution.net/royella/room-details	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/room-details	(from https://html.ditsolution.net/royella/index.html)
11:00:08	14210/14210	---M--	200	added ('OK')	image/jpeg	etag:%223782-654344fe-a1d26165dfb5ad22;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/offers-4.jpg	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/offers-4.jpg	(from https://html.ditsolution.net/royella/index.html)
11:00:08	1153/1153	---M--	200	added ('OK')	image/png	etag:%22481-654344ff-3d7ae5070ca6764a;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/testi-quote.png	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/testi-quote.png	(from https://html.ditsolution.net/royella/index.html)
11:00:08	4057/4057	---M--	200	added ('OK')	image/png	etag:%22fd9-654344ff-8a510ec2f2efb6bf;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/testi-author.png	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/testi-author.png	(from https://html.ditsolution.net/royella/index.html)
11:00:08	4231/4231	---M--	200	added ('OK')	image/png	etag:%221087-654344fe-918bb944a839d42b;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/testi-author-2.png	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/testi-author-2.png	(from https://html.ditsolution.net/royella/index.html)
11:00:09	22138/22138	---M--	200	added ('OK')	image/jpeg	etag:%22567a-654344fc-c77c77eb2559a134;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/blog-1.jpg	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/blog-1.jpg	(from https://html.ditsolution.net/royella/index.html)
11:00:09	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-618ad71f-fa874289799676b2;gz%22	https://html.ditsolution.net/royella/blog-details	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/blog-details	(from https://html.ditsolution.net/royella/index.html)
11:00:09	24092/24092	---M--	200	added ('OK')	image/jpeg	etag:%225e1c-654344fc-2fbd4017051a9860;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/blog-2.jpg	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/blog-2.jpg	(from https://html.ditsolution.net/royella/index.html)
11:00:09	23044/23044	---M--	200	added ('OK')	image/jpeg	etag:%225a04-654344fc-f3694cee6ecd9a1a;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/blog-3.jpg	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/blog-3.jpg	(from https://html.ditsolution.net/royella/index.html)
11:00:09	1610/1610	---M--	200	added ('OK')	image/png	etag:%2264a-654344fd-c955bb3dc61d86a1;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/brand-1.png	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/brand-1.png	(from https://html.ditsolution.net/royella/index.html)
11:00:10	1692/1692	---M--	200	added ('OK')	image/png	etag:%2269c-654344fd-ddb7ee4703c41bfa;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/brand-2.png	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/brand-2.png	(from https://html.ditsolution.net/royella/index.html)
11:00:10	1759/1759	---M--	200	added ('OK')	image/png	etag:%226df-654344fd-a44ff68f7e8cb3b0;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/brand-3.png	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/brand-3.png	(from https://html.ditsolution.net/royella/index.html)
11:00:10	2157/2157	---M--	200	added ('OK')	image/jpeg	etag:%2286d-654344fd-c7e402a8e27cf262;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/gallery-1.jpg	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/gallery-1.jpg	(from https://html.ditsolution.net/royella/index.html)
11:00:10	1944/1944	---M--	200	added ('OK')	image/jpeg	etag:%22798-654344fd-214a9afde0d49f84;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/gallery-2.jpg	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/gallery-2.jpg	(from https://html.ditsolution.net/royella/index.html)
11:00:11	2275/2275	---M--	200	added ('OK')	image/jpeg	etag:%228e3-654344fd-812da1601e40692f;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/gallery-3.jpg	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/gallery-3.jpg	(from https://html.ditsolution.net/royella/index.html)
11:00:11	2407/2407	---M--	200	added ('OK')	image/jpeg	etag:%22967-654344fe-424b1a194ac4e5d6;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/gallery-4.jpg	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/gallery-4.jpg	(from https://html.ditsolution.net/royella/index.html)
11:00:11	2873/2873	---M--	200	added ('OK')	image/jpeg	etag:%22b39-654344fe-3fb738c295aee1fb;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/gallery-5.jpg	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/gallery-5.jpg	(from https://html.ditsolution.net/royella/index.html)
11:00:11	2397/2397	---M--	200	added ('OK')	image/jpeg	etag:%2295d-654344fe-85886bcccf284e45;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/gallery-6.jpg	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/gallery-6.jpg	(from https://html.ditsolution.net/royella/index.html)
11:00:12	191471/191471	---M-Z	200	added ('OK')	application/x-javascript	etag:%222ebef-654344f0-aec24535a3820923;gz%22	https://html.ditsolution.net/royella/assets/js/vendor/jquery-3.6.2.min.js	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/js/vendor/jquery-3.6.2.min.js	(from https://html.ditsolution.net/royella/index.html)
11:00:12	20498/20498	---M-Z	200	added ('OK')	application/x-javascript	etag:%225012-654344f0-cdfc94e86bbca561;gz%22	https://html.ditsolution.net/royella/assets/js/popper.min.js	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/js/popper.min.js	(from https://html.ditsolution.net/royella/index.html)
11:00:12	91089/91089	---M-Z	200	added ('OK')	application/x-javascript	etag:%22163d1-654344ef-530e9c2134d8ef99;gz%22	https://html.ditsolution.net/royella/assets/js/bootstrap.min.js	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/js/bootstrap.min.js	(from https://html.ditsolution.net/royella/index.html)
11:00:13	42766/42766	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a70e-654344f0-fb7b2a0093cd2595;gz%22	https://html.ditsolution.net/royella/assets/js/owl.carousel.min.js	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/js/owl.carousel.min.js	(from https://html.ditsolution.net/royella/index.html)
11:00:13	2182/2182	---M-Z	200	added ('OK')	application/x-javascript	etag:%22886-654344ef-b70a603ae1b2d019;gz%22	https://html.ditsolution.net/royella/assets/js/jquery.counterup.min.js	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/js/jquery.counterup.min.js	(from https://html.ditsolution.net/royella/index.html)
11:00:13	9027/9027	---M-Z	200	added ('OK')	application/x-javascript	etag:%222343-654344f0-9477396f846f6d5f;gz%22	https://html.ditsolution.net/royella/assets/js/waypoints.min.js	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/js/waypoints.min.js	(from https://html.ditsolution.net/royella/index.html)
11:00:13	7083/7083	---M-Z	200	added ('OK')	application/x-javascript	etag:%221bab-654344f0-4c8c5c1aaba3f816;gz%22	https://html.ditsolution.net/royella/assets/js/wow.js	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/js/wow.js	(from https://html.ditsolution.net/royella/index.html)
